,ClientMacAddr,frequency,Name,Job_Title,security_level,classification,Level,lat,lng,localtime
0,80:58:f8:2a:c9:9f,13,Mitchell Smith,Machine Learning Engineer,2.0,employee,0,51.46079658352446,-0.932254877614481,2019-12-10 10:48:54.035
1,80:58:f8:2a:c9:9f,13,Mitchell Smith,Machine Learning Engineer,2.0,employee,0,51.46079658352446,-0.932254877614481,2019-12-10 10:48:49.019
2,80:58:f8:2a:c9:9f,13,Mitchell Smith,Machine Learning Engineer,2.0,employee,0,51.46079658352446,-0.932254877614481,2019-12-10 10:48:38.995
3,80:58:f8:2a:c9:9f,13,Mitchell Smith,Machine Learning Engineer,2.0,employee,0,51.460923298521465,-0.9322605500317388,2019-12-10 10:48:28.964
4,80:58:f8:2a:c9:9f,13,Mitchell Smith,Machine Learning Engineer,2.0,employee,0,51.460923298521465,-0.9322605500317388,2019-12-10 10:48:18.933
5,80:58:f8:2a:c9:9f,13,Mitchell Smith,Machine Learning Engineer,2.0,employee,0,51.46079658352446,-0.932254877614481,2019-12-10 10:48:08.910
6,80:58:f8:2a:c9:9f,13,Mitchell Smith,Machine Learning Engineer,2.0,employee,0,51.460923298521465,-0.9322605500317388,2019-12-10 10:47:58.881
7,80:58:f8:2a:c9:9f,13,Mitchell Smith,Machine Learning Engineer,2.0,employee,0,51.460923298521465,-0.9322605500317388,2019-12-10 10:47:48.761
8,80:58:f8:2a:c9:9f,13,Mitchell Smith,Machine Learning Engineer,2.0,employee,0,51.460923298521465,-0.9322605500317388,2019-12-10 10:47:38.732
9,80:58:f8:2a:c9:9f,13,Mitchell Smith,Machine Learning Engineer,2.0,employee,0,51.460923298521465,-0.9322605500317388,2019-12-10 10:47:28.706
10,80:58:f8:2a:c9:9f,13,Mitchell Smith,Machine Learning Engineer,2.0,employee,0,51.460923298521465,-0.9322605500317388,2019-12-10 10:47:18.676
11,80:58:f8:2a:c9:9f,13,Mitchell Smith,Machine Learning Engineer,2.0,employee,0,51.46079658352446,-0.932254877614481,2019-12-10 10:47:08.652
12,80:58:f8:2a:c9:9f,13,Mitchell Smith,Machine Learning Engineer,2.0,employee,0,51.460923298521465,-0.9322605500317388,2019-12-10 10:46:58.618
13,80:58:f8:12:0e:9c,6,Adrian King,,,visitor,0,51.46047804,-0.93266756,2020-01-06 08:43:29.262
14,80:58:f8:12:0e:9c,6,Adrian King,,,visitor,0,51.46046791685633,-0.9325524963565422,2020-01-06 08:43:19.040
15,80:58:f8:12:0e:9c,6,Adrian King,,,visitor,0,51.46047804,-0.93266756,2020-01-06 08:43:08.907
16,80:58:f8:12:0e:9c,6,Adrian King,,,visitor,0,51.46046791685633,-0.9325524963565422,2020-01-06 08:42:58.689
17,80:58:f8:12:0e:9c,6,Adrian King,,,visitor,0,51.46046791685633,-0.9325524963565422,2020-01-06 08:42:48.563
18,80:58:f8:12:0e:9c,6,Adrian King,,,visitor,0,51.46046791685633,-0.9325524963565422,2020-01-06 08:42:38.331
